# portID	slaveID	chipID	channelID	tacID	branch	t0	a0	a1	a2
0	0	6	20	0	E	6.7015395e-02	1.2560896e+02	1.5810049e+02	-1.0000183e-02
0	0	6	20	1	T	5.6945376e-02	1.1583324e+02	1.5775110e+02	-1.0000005e-02
0	0	6	20	1	E	6.5069899e-02	1.2574402e+02	1.5804483e+02	-1.0000119e-02
0	0	6	20	2	T	5.6767993e-02	1.1388931e+02	1.5765025e+02	-1.0000139e-02
0	0	6	20	2	E	5.5746779e-02	1.2146370e+02	1.5815787e+02	-1.0000001e-02
0	0	6	20	3	T	7.6741748e-02	1.1809475e+02	1.5739897e+02	-1.0000135e-02
0	0	6	20	3	E	6.6603407e-02	1.2298860e+02	1.5766724e+02	-1.0000001e-02
0	0	6	21	0	T	9.0167575e-02	1.3675639e+02	1.6417918e+02	-1.0000014e-02
0	0	6	21	0	E	7.2569594e-02	1.2925301e+02	1.5971539e+02	-1.0000109e-02
0	0	6	21	1	T	8.0369525e-02	1.2329744e+02	1.6366185e+02	-1.0000001e-02
0	0	6	21	1	E	7.2455153e-02	1.2774976e+02	1.5943675e+02	-1.0000285e-02
0	0	6	21	2	T	9.0102725e-02	1.2562058e+02	1.6302284e+02	-1.0000002e-02
0	0	6	21	2	E	7.2859511e-02	1.2896028e+02	1.5936630e+02	-1.0000017e-02
0	0	6	21	3	T	9.0009265e-02	1.2610661e+02	1.6338153e+02	-1.0000038e-02
0	0	6	21	3	E	7.2668776e-02	1.3018559e+02	1.5976489e+02	-1.0000392e-02
0	0	6	22	0	T	7.8137927e-02	1.2906772e+02	1.5471286e+02	-9.9999998e-03
0	0	6	22	0	E	4.5271620e-02	1.2740675e+02	1.5846745e+02	-1.0000098e-02
0	0	6	22	1	T	5.4622225e-02	1.1736855e+02	1.5445148e+02	-1.0000004e-02
0	0	6	22	1	E	6.0332045e-02	1.2791909e+02	1.5862415e+02	-1.0000014e-02
0	0	6	22	2	T	7.8065448e-02	1.2178783e+02	1.5411275e+02	-1.0000001e-02
0	0	6	22	2	E	6.7282423e-02	1.2824857e+02	1.5850992e+02	-3.0317786e-01
0	0	6	22	3	T	7.8424029e-02	1.1944588e+02	1.5443256e+02	-1.0000001e-02
0	0	6	22	3	E	6.1423048e-02	1.2745157e+02	1.5791196e+02	-1.0000003e-02
0	0	6	23	0	T	8.8098101e-02	1.3958325e+02	1.6372174e+02	-1.0000009e-02
0	0	6	23	0	E	6.8846449e-02	1.2707943e+02	1.5576314e+02	-1.0000002e-02
0	0	6	23	1	T	9.0554766e-02	1.3053860e+02	1.6373230e+02	-1.0000002e-02
0	0	6	23	1	E	7.1989760e-02	1.2468180e+02	1.5524614e+02	-1.0000007e-02
0	0	6	23	2	T	6.6026263e-02	1.2656493e+02	1.6360146e+02	-1.0000013e-02
0	0	6	23	2	E	7.3157057e-02	1.2315073e+02	1.5512839e+02	-1.0000001e-02
0	0	6	23	3	T	9.0560488e-02	1.2954523e+02	1.6264008e+02	-1.0000005e-02
0	0	6	23	3	E	7.0563063e-02	1.2226075e+02	1.5532428e+02	-9.9999998e-03
0	0	6	24	0	T	7.0397906e-02	1.4432080e+02	1.6202554e+02	-1.0000006e-02
0	0	6	24	0	E	6.6519484e-02	1.2427714e+02	1.4957033e+02	-1.0000026e-02
0	0	6	24	1	T	5.9587054e-02	1.3024193e+02	1.6135352e+02	-1.0000043e-02
0	0	6	24	1	E	7.2912917e-02	1.2364153e+02	1.4916649e+02	-9.9999998e-03
0	0	6	24	2	T	5.9482150e-02	1.3084569e+02	1.6191504e+02	-1.0000001e-02
0	0	6	24	2	E	7.2104201e-02	1.2530486e+02	1.4843330e+02	-1.0000116e-02
0	0	6	24	3	T	5.1850848e-02	1.2927448e+02	1.6211540e+02	-1.0000154e-02
0	0	6	24	3	E	7.3134169e-02	1.2669654e+02	1.4834500e+02	-1.0000010e-02
0	0	6	25	0	T	6.7254595e-02	1.4026518e+02	1.6562871e+02	-1.0000018e-02
0	0	6	25	0	E	4.9444899e-02	1.2777129e+02	1.5651421e+02	-1.0000010e-02
0	0	6	25	1	T	6.6590838e-02	1.2849667e+02	1.6486595e+02	-1.0000001e-02
0	0	6	25	1	E	4.9261793e-02	1.3119263e+02	1.5644777e+02	-1.0000009e-02
0	0	6	25	2	T	7.0600085e-02	1.2996901e+02	1.6546733e+02	-1.0000004e-02
0	0	6	25	2	E	5.5235609e-02	1.2760249e+02	1.5624547e+02	-1.0000001e-02
0	0	6	25	3	T	7.1589999e-02	1.3086589e+02	1.6520947e+02	-9.9999998e-03
0	0	6	25	3	E	3.9580092e-02	1.2701870e+02	1.5597150e+02	-1.0000001e-02
0	0	6	26	0	T	7.2354846e-02	1.3357890e+02	1.5661595e+02	-1.0000024e-02
0	0	6	26	0	E	5.0642714e-02	1.3294847e+02	1.6214763e+02	-9.9999998e-03
0	0	6	26	1	T	6.0773425e-02	1.2482990e+02	1.5720724e+02	-1.0000013e-02
0	0	6	26	1	E	5.1901564e-02	1.3164139e+02	1.6180986e+02	-1.0001148e-02
